Subject,Trial,HiddenColor,Display,Ratio,BeadPosition,Sequence,MajorityBeads,ProbEstimate,FinalChoice,EvidenceAsymmetry,Accuracy
024,1,green,True,60,0,"1,1,1,1,1,1,0,0",6,0.4962962962962963,green,-6.0,1
024,1,green,True,60,1,"1,1,1,1,1,1,0,0",6,0.40185185185185185,green,-6.0,1
024,1,green,True,60,2,"1,1,1,1,1,1,0,0",6,0.39814814814814814,green,-6.0,1
024,1,green,True,60,3,"1,1,1,1,1,1,0,0",6,0.39814814814814814,green,-6.0,1
024,1,green,True,60,4,"1,1,1,1,1,1,0,0",6,0.39814814814814814,green,-6.0,1
024,1,green,True,60,5,"1,1,1,1,1,1,0,0",6,0.39814814814814814,green,-6.0,1
024,1,green,True,60,6,"1,1,1,1,1,1,0,0",6,0.39814814814814814,green,-6.0,1
024,1,green,True,60,7,"1,1,1,1,1,1,0,0",6,0.6037037037037037,green,-6.0,1
024,1,green,True,60,8,"1,1,1,1,1,1,0,0",6,0.6037037037037037,green,-6.0,1
024,2,blue,True,60,0,"1,1,1,1,1,1,1,1",8,0.5,blue,0.0,1
024,2,blue,True,60,1,"1,1,1,1,1,1,1,1",8,0.6018518518518519,blue,0.0,1
024,2,blue,True,60,2,"1,1,1,1,1,1,1,1",8,0.6018518518518519,blue,0.0,1
024,2,blue,True,60,3,"1,1,1,1,1,1,1,1",8,0.6018518518518519,blue,0.0,1
024,2,blue,True,60,4,"1,1,1,1,1,1,1,1",8,0.6018518518518519,blue,0.0,1
024,2,blue,True,60,5,"1,1,1,1,1,1,1,1",8,0.6018518518518519,blue,0.0,1
024,2,blue,True,60,6,"1,1,1,1,1,1,1,1",8,0.6018518518518519,blue,0.0,1
024,2,blue,True,60,7,"1,1,1,1,1,1,1,1",8,0.6018518518518519,blue,0.0,1
024,2,blue,True,60,8,"1,1,1,1,1,1,1,1",8,0.6018518518518519,blue,0.0,1
024,3,blue,True,60,0,"0,1,1,1,0,1,1,0",5,0.4962962962962963,blue,-0.5,1
024,3,blue,True,60,1,"0,1,1,1,0,1,1,0",5,0.39814814814814814,blue,-0.5,1
024,3,blue,True,60,2,"0,1,1,1,0,1,1,0",5,0.6037037037037037,blue,-0.5,1
024,3,blue,True,60,3,"0,1,1,1,0,1,1,0",5,0.6037037037037037,blue,-0.5,1
024,3,blue,True,60,4,"0,1,1,1,0,1,1,0",5,0.6037037037037037,blue,-0.5,1
024,3,blue,True,60,5,"0,1,1,1,0,1,1,0",5,0.4,blue,-0.5,1
024,3,blue,True,60,6,"0,1,1,1,0,1,1,0",5,0.6037037037037037,blue,-0.5,1
024,3,blue,True,60,7,"0,1,1,1,0,1,1,0",5,0.6037037037037037,blue,-0.5,1
024,3,blue,True,60,8,"0,1,1,1,0,1,1,0",5,0.39814814814814814,blue,-0.5,1
024,4,green,True,60,0,"0,0,1,1,1,0,1,1",5,0.5,green,4.5,1
024,4,green,True,60,1,"0,0,1,1,1,0,1,1",5,0.5981481481481481,green,4.5,1
024,4,green,True,60,2,"0,0,1,1,1,0,1,1",5,0.5981481481481481,green,4.5,1
024,4,green,True,60,3,"0,0,1,1,1,0,1,1",5,0.39814814814814814,green,4.5,1
024,4,green,True,60,4,"0,0,1,1,1,0,1,1",5,0.39814814814814814,green,4.5,1
024,4,green,True,60,5,"0,0,1,1,1,0,1,1",5,0.39814814814814814,green,4.5,1
024,4,green,True,60,6,"0,0,1,1,1,0,1,1",5,0.6037037037037037,green,4.5,1
024,4,green,True,60,7,"0,0,1,1,1,0,1,1",5,0.40185185185185185,green,4.5,1
