Subject,Trial,HiddenColor,Display,Ratio,BeadPosition,Sequence,MajorityBeads,ProbEstimate,FinalChoice,EvidenceAsymmetry,Accuracy
007,1,blue,False,60,0,"1,0,1,1,1,1,0,1",6,0.4986111111111111,blue,0.0,1
007,1,blue,False,60,1,"1,0,1,1,1,1,0,1",6,0.6208333333333333,blue,0.0,1
007,1,blue,False,60,2,"1,0,1,1,1,1,0,1",6,0.6708333333333333,blue,0.0,1
007,1,blue,False,60,3,"1,0,1,1,1,1,0,1",6,0.6930555555555555,blue,0.0,1
007,1,blue,False,60,4,"1,0,1,1,1,1,0,1",6,0.7333333333333334,blue,0.0,1
007,1,blue,False,60,5,"1,0,1,1,1,1,0,1",6,0.7694444444444444,blue,0.0,1
007,1,blue,False,60,6,"1,0,1,1,1,1,0,1",6,0.8055555555555556,blue,0.0,1
007,1,blue,False,60,7,"1,0,1,1,1,1,0,1",6,0.8555555555555556,blue,0.0,1
007,1,blue,False,60,8,"1,0,1,1,1,1,0,1",6,0.8819444444444444,blue,0.0,1
007,2,green,False,60,0,"1,1,1,1,1,1,1,1",8,0.49722222222222223,green,0.0,1
007,2,green,False,60,1,"1,1,1,1,1,1,1,1",8,0.4597222222222222,green,0.0,1
007,2,green,False,60,2,"1,1,1,1,1,1,1,1",8,0.43472222222222223,green,0.0,1
007,2,green,False,60,3,"1,1,1,1,1,1,1,1",8,0.36944444444444446,green,0.0,1
007,2,green,False,60,4,"1,1,1,1,1,1,1,1",8,0.28888888888888886,green,0.0,1
007,2,green,False,60,5,"1,1,1,1,1,1,1,1",8,0.2361111111111111,green,0.0,1
007,2,green,False,60,6,"1,1,1,1,1,1,1,1",8,0.18611111111111112,green,0.0,1
007,2,green,False,60,7,"1,1,1,1,1,1,1,1",8,0.10972222222222222,green,0.0,1
007,2,green,False,60,8,"1,1,1,1,1,1,1,1",8,0.04722222222222222,green,0.0,1
007,3,green,False,60,0,"0,0,1,1,1,0,1,1",5,0.5013888888888889,green,4.5,1
007,3,green,False,60,1,"0,0,1,1,1,0,1,1",5,0.5402777777777777,green,4.5,1
007,3,green,False,60,2,"0,0,1,1,1,0,1,1",5,0.6236111111111111,green,4.5,1
007,3,green,False,60,3,"0,0,1,1,1,0,1,1",5,0.4736111111111111,green,4.5,1
007,3,green,False,60,4,"0,0,1,1,1,0,1,1",5,0.41388888888888886,green,4.5,1
007,3,green,False,60,5,"0,0,1,1,1,0,1,1",5,0.36944444444444446,green,4.5,1
007,3,green,False,60,6,"0,0,1,1,1,0,1,1",5,0.4277777777777778,green,4.5,1
007,3,green,False,60,7,"0,0,1,1,1,0,1,1",5,0.3208333333333333,green,4.5,1
007,3,green,False,60,8,"0,0,1,1,1,0,1,1",5,0.24444444444444446,green,4.5,1
007,4,blue,False,60,0,"0,0,0,1,1,1,1,1",5,0.49583333333333335,blue,7.5,1
007,4,blue,False,60,1,"0,0,0,1,1,1,1,1",5,0.475,blue,7.5,1
007,4,blue,False,60,2,"0,0,0,1,1,1,1,1",5,0.42083333333333334,blue,7.5,1
007,4,blue,False,60,3,"0,0,0,1,1,1,1,1",5,0.3625,blue,7.5,1
007,4,blue,False,60,4,"0,0,0,1,1,1,1,1",5,0.3736111111111111,blue,7.5,1
007,4,blue,False,60,5,"0,0,0,1,1,1,1,1",5,0.4041666666666667,blue,7.5,1
007,4,blue,False,60,6,"0,0,0,1,1,1,1,1",5,0.5444444444444444,blue,7.5,1
007,4,blue,False,60,7,"0,0,0,1,1,1,1,1",5,0.6625,blue,7.5,1
007,4,blue,False,60,8,"0,0,0,1,1,1,1,1",5,0.7805555555555556,blue,7.5,1
007,5,blue,False,60,0,"1,1,0,1,1,1,0,0",5,0.5055555555555555,blue,-4.5,1
007,5,blue,False,60,1,"1,1,0,1,1,1,0,0",5,0.5388888888888889,blue,-4.5,1
007,5,blue,False,60,2,"1,1,0,1,1,1,0,0",5,0.5861111111111111,blue,-4.5,1
007,5,blue,False,60,3,"1,1,0,1,1,1,0,0",5,0.6166666666666667,blue,-4.5,1
007,5,blue,False,60,4,"1,1,0,1,1,1,0,0",5,0.6625,blue,-4.5,1
007,5,blue,False,60,5,"1,1,0,1,1,1,0,0",5,0.7013888888888888,blue,-4.5,1
007,5,blue,False,60,6,"1,1,0,1,1,1,0,0",5,0.7375,blue,-4.5,1
007,5,blue,False,60,7,"1,1,0,1,1,1,0,0",5,0.7361111111111112,blue,-4.5,1
007,5,blue,False,60,8,"1,1,0,1,1,1,0,0",5,0.6569444444444444,blue,-4.5,1
007,6,blue,False,60,0,"1,1,1,1,0,1,0,0",5,0.49583333333333335,blue,-6.5,1
007,6,blue,False,60,1,"1,1,1,1,0,1,0,0",5,0.5402777777777777,blue,-6.5,1
007,6,blue,False,60,2,"1,1,1,1,0,1,0,0",5,0.6013888888888889,blue,-6.5,1
007,6,blue,False,60,3,"1,1,1,1,0,1,0,0",5,0.6513888888888889,blue,-6.5,1
007,6,blue,False,60,4,"1,1,1,1,0,1,0,0",5,0.7083333333333334,blue,-6.5,1
007,6,blue,False,60,5,"1,1,1,1,0,1,0,0",5,0.6736111111111112,blue,-6.5,1
007,6,blue,False,60,6,"1,1,1,1,0,1,0,0",5,0.7361111111111112,blue,-6.5,1
007,6,blue,False,60,7,"1,1,1,1,0,1,0,0",5,0.7430555555555556,blue,-6.5,1
007,6,blue,False,60,8,"1,1,1,1,0,1,0,0",5,0.6916666666666667,blue,-6.5,1
007,7,blue,False,60,0,"0,1,1,1,0,1,1,0",5,0.5013888888888889,blue,-0.5,1
007,7,blue,False,60,1,"0,1,1,1,0,1,1,0",5,0.46944444444444444,blue,-0.5,1
007,7,blue,False,60,2,"0,1,1,1,0,1,1,0",5,0.46944444444444444,blue,-0.5,1
007,7,blue,False,60,3,"0,1,1,1,0,1,1,0",5,0.55,blue,-0.5,1
007,7,blue,False,60,4,"0,1,1,1,0,1,1,0",5,0.6138888888888889,blue,-0.5,1
007,7,blue,False,60,5,"0,1,1,1,0,1,1,0",5,0.6027777777777777,blue,-0.5,1
007,7,blue,False,60,6,"0,1,1,1,0,1,1,0",5,0.6916666666666667,blue,-0.5,1
007,7,blue,False,60,7,"0,1,1,1,0,1,1,0",5,0.7541666666666667,blue,-0.5,1
007,7,blue,False,60,8,"0,1,1,1,0,1,1,0",5,0.75,blue,-0.5,1
007,8,green,False,60,0,"0,0,1,1,1,1,1,1",6,0.4986111111111111,green,6.0,1
007,8,green,False,60,1,"0,0,1,1,1,1,1,1",6,0.5430555555555555,green,6.0,1
007,8,green,False,60,2,"0,0,1,1,1,1,1,1",6,0.5888888888888889,green,6.0,1
007,8,green,False,60,3,"0,0,1,1,1,1,1,1",6,0.5611111111111111,green,6.0,1
007,8,green,False,60,4,"0,0,1,1,1,1,1,1",6,0.5430555555555555,green,6.0,1
007,8,green,False,60,5,"0,0,1,1,1,1,1,1",6,0.45416666666666666,green,6.0,1
007,8,green,False,60,6,"0,0,1,1,1,1,1,1",6,0.325,green,6.0,1
007,8,green,False,60,7,"0,0,1,1,1,1,1,1",6,0.21666666666666667,green,6.0,1
007,8,green,False,60,8,"0,0,1,1,1,1,1,1",6,0.13194444444444442,green,6.0,1
007,9,green,False,90,0,"1,1,1,1,1,0,0,0",5,0.5041666666666667,green,-7.5,1
007,9,green,False,90,1,"1,1,1,1,1,0,0,0",5,0.4638888888888889,green,-7.5,1
007,9,green,False,90,2,"1,1,1,1,1,0,0,0",5,0.41388888888888886,green,-7.5,1
