Subject,Trial,HiddenColor,Display,Ratio,BeadPosition,Sequence,MajorityBeads,ProbEstimate,FinalChoice,EvidenceAsymmetry,Accuracy
010,1,blue,True,60,0,"0,1,1,1,0,1,1,0",5,0.49722222222222223,blue,-0.5,1
010,1,blue,True,60,1,"0,1,1,1,0,1,1,0",5,0.39861111111111114,blue,-0.5,1
010,1,blue,True,60,2,"0,1,1,1,0,1,1,0",5,0.5,blue,-0.5,1
010,1,blue,True,60,3,"0,1,1,1,0,1,1,0",5,0.5402777777777777,blue,-0.5,1
010,1,blue,True,60,4,"0,1,1,1,0,1,1,0",5,0.6194444444444445,blue,-0.5,1
010,1,blue,True,60,5,"0,1,1,1,0,1,1,0",5,0.5541666666666667,blue,-0.5,1
010,1,blue,True,60,6,"0,1,1,1,0,1,1,0",5,0.5861111111111111,blue,-0.5,1
010,1,blue,True,60,7,"0,1,1,1,0,1,1,0",5,0.6986111111111111,blue,-0.5,1
010,1,blue,True,60,8,"0,1,1,1,0,1,1,0",5,0.6680555555555556,blue,-0.5,1
010,2,green,True,60,0,"0,0,1,1,1,1,1,1",6,0.5027777777777778,green,6.0,1
010,2,green,True,60,1,"0,0,1,1,1,1,1,1",6,0.5569444444444445,green,6.0,1
010,2,green,True,60,2,"0,0,1,1,1,1,1,1",6,0.5694444444444444,green,6.0,1
010,2,green,True,60,3,"0,0,1,1,1,1,1,1",6,0.5486111111111112,green,6.0,1
010,2,green,True,60,4,"0,0,1,1,1,1,1,1",6,0.5027777777777778,green,6.0,1
010,2,green,True,60,5,"0,0,1,1,1,1,1,1",6,0.4777777777777778,green,6.0,1
010,2,green,True,60,6,"0,0,1,1,1,1,1,1",6,0.44166666666666665,green,6.0,1
010,2,green,True,60,7,"0,0,1,1,1,1,1,1",6,0.3472222222222222,green,6.0,1
010,2,green,True,60,8,"0,0,1,1,1,1,1,1",6,0.20277777777777778,green,6.0,1
010,3,green,True,60,0,"0,1,1,0,1,1,1,0",5,0.5041666666666667,green,0.5,1
010,3,green,True,60,1,"0,1,1,0,1,1,1,0",5,0.5458333333333333,green,0.5,1
010,3,green,True,60,2,"0,1,1,0,1,1,1,0",5,0.5013888888888889,green,0.5,1
010,3,green,True,60,3,"0,1,1,0,1,1,1,0",5,0.46111111111111114,green,0.5,1
010,3,green,True,60,4,"0,1,1,0,1,1,1,0",5,0.49722222222222223,green,0.5,1
010,3,green,True,60,5,"0,1,1,0,1,1,1,0",5,0.4027777777777778,green,0.5,1
010,3,green,True,60,6,"0,1,1,0,1,1,1,0",5,0.4027777777777778,green,0.5,1
010,3,green,True,60,7,"0,1,1,0,1,1,1,0",5,0.33611111111111114,green,0.5,1
010,3,green,True,60,8,"0,1,1,0,1,1,1,0",5,0.35,green,0.5,1
010,4,blue,True,60,0,"0,1,1,1,1,1,1,1",7,0.4986111111111111,blue,3.5,1
010,4,blue,True,60,1,"0,1,1,1,1,1,1,1",7,0.45,blue,3.5,1
010,4,blue,True,60,2,"0,1,1,1,1,1,1,1",7,0.4986111111111111,blue,3.5,1
010,4,blue,True,60,3,"0,1,1,1,1,1,1,1",7,0.5305555555555556,blue,3.5,1
010,4,blue,True,60,4,"0,1,1,1,1,1,1,1",7,0.5916666666666667,blue,3.5,1
010,4,blue,True,60,5,"0,1,1,1,1,1,1,1",7,0.6833333333333333,blue,3.5,1
010,4,blue,True,60,6,"0,1,1,1,1,1,1,1",7,0.7027777777777777,blue,3.5,1
010,4,blue,True,60,7,"0,1,1,1,1,1,1,1",7,0.7277777777777777,blue,3.5,1
010,4,blue,True,60,8,"0,1,1,1,1,1,1,1",7,0.7263888888888889,blue,3.5,1
010,5,green,True,60,0,"1,1,1,1,1,0,0,0",5,0.5013888888888889,green,-7.5,1
010,5,green,True,60,1,"1,1,1,1,1,0,0,0",5,0.425,green,-7.5,1
010,5,green,True,60,2,"1,1,1,1,1,0,0,0",5,0.43194444444444446,green,-7.5,1
